latitude,longitude,altitude,geometry,Name,geom,address
1.331987069,103.9387326,0,Point,kml_1,"1.331987069,103.9387326","Bedok 85 Wet Market, 85, Bedok North Avenue 4, Bedok, Singapore, Southeast, 460085, Singapore"
1.287330767,103.8183389,0,Point,kml_2,"1.287330767,103.8183389","Redhill Food Centre, 85, Redhill Lane, Bukit Merah, Singapore, Central, 150085, Singapore"
1.37238494,103.8289942,0,Point,kml_3,"1.37238494,103.8289942","Sembawang Hills, Upper Thomson Road, Ang Mo Kio, Singapore, Central, 574416, Singapore"
1.36315712,103.8667375,0,Point,kml_4,"1.36315712,103.8667375","Serangoon Garden Market, Serangoon Garden Way, Serangoon, Southeast, 555950, Singapore"
1.352007442,103.8370318,0,Point,kml_5,"1.352007442,103.8370318","Shunfu Mart, Shunfu Road, Bishan, Singapore, Central, 575741, Singapore"
1.317083351,103.879417,0,Point,kml_6,"1.317083351,103.879417","49, Sims Place, Geylang, Singapore, Southeast, 380049, Singapore"
1.282235148,103.8431776,0,Point,kml_7,"1.282235148,103.8431776","Chinatown Complex, 335, Smith Street, Chinatown, Outram, Singapore, Central, 052335, Singapore"
1.33458936,103.7215199,0,Point,kml_8,"1.33458936,103.7215199","Taman Jurong Wet Market & Food Centre, 3, Yung Sheng Road, Taman Jurong, Jurong West, Singapore, Southwest, 618499, Singapore"
1.345639521,103.9446245,0,Point,kml_9,"1.345639521,103.9446245","Round Market & Food Centre, 137, Tampines Avenue 2, Tampines, Singapore, Northeast, 520140, Singapore"
1.300789315,103.7976258,0,Point,kml_10,"1.300789315,103.7976258","48, Tanglin Halt Road, Tanglin Halt, Queenstown, Singapore, Central, 142048, Singapore"
1.276614611,103.843167,0,Point,kml_11,"1.276614611,103.843167","Tanjong Pagar Market And Food Centre, 6, Tanjong Pagar Road, Chinatown, Outram, Singapore, Central, 081006, Singapore"
1.32084835,103.7428916,0,Point,kml_12,"1.32084835,103.7428916","37A, Teban Gardens Road, Teban Gardens, Singapore, Southwest, 601037, Singapore"
1.277366838,103.8186417,0,Point,kml_13,"1.277366838,103.8186417","Blk 11 Telok Blangah Crescent Market & Food Centre, 11, Telok Blangah Crescent, Telok Blangah, Bukit Merah, Singapore, Central, 090008, Singapore"
1.273368283,103.8076268,0,Point,kml_14,"1.273368283,103.8076268","79, Telok Blangah Drive, Bukit Merah, Singapore, Southwest, 100079, Singapore"
1.273913799,103.8079436,0,Point,kml_15,"1.273913799,103.8079436","82, Telok Blangah Drive, Bukit Merah, Singapore, Southwest, 100082, Singapore"
1.272715797,103.8221173,0,Point,kml_16,"1.272715797,103.8221173","36, Telok Blangah Rise, Radin Mas, Bukit Merah, Singapore, Central, 099840, Singapore"
1.285088258,103.8323488,0,Point,kml_17,"1.285088258,103.8323488","Tiong Bahru Market, Seng Poh Road, Tiong Bahru Estate, Bukit Merah, Singapore, Central, 168898, Singapore"
1.338092686,103.8447316,0,Point,kml_18,"1.338092686,103.8447316","127, Lorong 1 Toa Payoh, Braddell, Toa Payoh, Singapore, Central, 310127, Singapore"
1.334548165,103.8519991,0,Point,kml_19,"1.334548165,103.8519991","Toa Payoh Vista Market, 74, Lorong 4 Toa Payoh, Toa Payoh Vista, Toa Payoh, Singapore, Central, 310074, Singapore"
1.338474752,103.8495135,0,Point,kml_20,"1.338474752,103.8495135","93, Lorong 4 Toa Payoh, Braddell, Toa Payoh, Singapore, Central, 310093, Singapore"
1.336038822,103.8529416,0,Point,kml_21,"1.336038822,103.8529416","Toa Payoh Market and Hawker Centre, 75, Lorong 5 Toa Payoh, Toa Payoh Vista, Toa Payoh, Singapore, Central, 310075, Singapore"
1.335231459,103.857036,0,Point,kml_22,"1.335231459,103.857036","22, Lorong 7 Toa Payoh, Kim Keat Palm, Toa Payoh, Singapore, Central, 310022, Singapore"
1.340260835,103.8543953,0,Point,kml_23,"1.340260835,103.8543953","Toa Payoh Lorong 8 Market, 210, Lorong 8 Toa Payoh, Braddell, Toa Payoh, Singapore, Central, 310210, Singapore"
1.315028044,103.8716203,0,Point,kml_24,"1.315028044,103.8716203","17, Upper Boon Keng Road, Kallang, Singapore, Southeast, 380017, Singapore"
1.2852464,103.8458189,0,Point,kml_25,"1.2852464,103.8458189","Hong Lim Market and Food Centre, Upper Hokien Street, Chinatown, Outram, Singapore, Central, 051531, Singapore"
1.311889721,103.7591661,0,Point,kml_26,"1.311889721,103.7591661","502, West Coast Drive, Clementi, Singapore, Southwest, 120502, Singapore"
1.31180301,103.7597513,0,Point,kml_27,"1.31180301,103.7597513","503, West Coast Drive, Clementi, Singapore, Southwest, 120503, Singapore"
1.322943062,103.8551377,0,Point,kml_28,"1.322943062,103.8551377","Whampoa Makan Place, 90, Whampoa Drive, Whampoa Spring, Novena, Singapore, Central, 320089, Singapore"
1.323421751,103.8540681,0,Point,kml_29,"1.323421751,103.8540681","Whampoa Makan Place - Morning Market, 91, Whampoa Drive, Whampoa Spring, Novena, Singapore, Central, 320090, Singapore"
1.425017638,103.8447476,0,Point,kml_30,"1.425017638,103.8447476","Yishun Park Hawker Centre, Yishun Avenue 11, Yishun, Northwest, 760413, Singapore"
1.431447688,103.8285376,0,Point,kml_31,"1.431447688,103.8285376","104, Yishun Ring Road, Yishun, Northwest, 760103, Singapore"
1.292342168,103.8311893,0,Point,kml_32,"1.292342168,103.8311893","Zion Riverside, Zion Road, Tanglin, Singapore, Central, 247785, Singapore"
1.297485671,103.8047152,0,Point,kml_33,"1.297485671,103.8047152","Margaret Drive Hawker Centre, 38A, Commonwealth Avenue, Queenstown, Singapore, Central, 142038, Singapore"
1.339796136,103.8720902,0,Point,kml_34,"1.339796136,103.8720902","201C, Woodleigh Link, Toa Payoh, Singapore, Southeast, 363201, Singapore"
1.396914176,103.8884896,0,Point,kml_35,"1.396914176,103.8884896","339, Anchorvale Street, Anchorvale, Seng Kang, Singapore, Northeast, 540339, Singapore"
1.391592327,103.8770605,0,Point,kml_36,"1.391592327,103.8770605","Fernvale Community Club, Sengkang West Avenue, Fernvale, Seng Kang, Central, 791439, Singapore"
1.408189969,103.9048057,0,Point,kml_37,"1.408189969,103.9048057","One Punggol, 1, Punggol Drive, Punggol, Singapore, Northeast, 828629, Singapore"
1.414566886,103.9082528,0,Point,kml_38,"1.414566886,103.9082528","Sentul Walk, Northshore, Punggol, Northeast, 822433, Singapore"
1.387122263,103.7612629,0,Point,kml_39,"1.387122263,103.7612629","Senja Hawker Centre, 2, Senja Close, Senja, Bukit Panjang, Singapore, Northwest, 677632, Singapore"
1.355214571,103.7418258,0,Point,kml_40,"1.355214571,103.7418258","Le Quest, Bukit Batok Street 41, Le Quest, Bukit Batok, Singapore, Southwest, 657990, Singapore"
1.28442485,103.8501646,0,Point,kml_41,"1.28442485,103.8501646","CapitaSpring, 88, Market Street, Golden Shoe, Downtown Core, Singapore, Central, 048948, Singapore"
1.382387558,103.8924032,0,Point,kml_42,"1.382387558,103.8924032","Sengkang Grand Mall, 70, Compassvale Bow, Compassvale, Seng Kang, Singapore, Northeast, 544692, Singapore"
1.333159248,103.9140539,0,Point,kml_43,"1.333159248,103.9140539","630, Bedok Reservoir Road, Reservoir Shopping Centre, Bedok, Northeast, 470630, Singapore"
1.320552165,103.9355391,0,Point,kml_44,"1.320552165,103.9355391","Bedok 16 Wet Market, 16, Bedok South Road, Bedok, Singapore, Southeast, 460016, Singapore"
1.319216998,103.8630214,0,Point,kml_45,"1.319216998,103.8630214","29, Bendemeer Road, Bendemeer Ville, Kallang, Singapore, Central, 330029, Singapore"
1.288822102,103.827358,0,Point,kml_46,"1.288822102,103.827358","Blk 38A, Beo Crescent, The Beo Crescent, Bukit Merah, Singapore, Central, 160040, Singapore"
1.307336517,103.856854,0,Point,kml_47,"1.307336517,103.856854","Berseh Food Centre, 166, Jalan Besar, Little India, Rochor, Singapore, Central, 208877, Singapore"
1.345223163,103.7127998,0,Point,kml_48,"1.345223163,103.7127998","Boon Lay Market, 221A, Boon Lay Place, Jurong West, Singapore, Southwest, 641221, Singapore"
1.306205841,103.850531,0,Point,kml_49,"1.306205841,103.850531","Tekka Centre, 665, Buffalo Road, Little India, Rochor, Singapore, Central, 210665, Singapore"
1.283692589,103.8169924,0,Point,kml_50,"1.283692589,103.8169924","163, Jalan Bukit Merah, Bukit Merah, Singapore, Central, 150163, Singapore"
1.286297772,103.8044893,0,Point,kml_51,"1.286297772,103.8044893","Alexandra Village Food Centre, Blk 120, Jalan Bukit Merah, Bukit Merah, Singapore, Central, 150120, Singapore"
1.285504783,103.8220494,0,Point,kml_52,"1.285504783,103.8220494","115, Bukit Merah View, Bukit Merah, Singapore, Central, 150115, Singapore"
1.377600535,103.7724896,0,Point,kml_53,"1.377600535,103.7724896","Bukit Panjang Hawker Centre and Market, Bukit Panjang Road, Bangkit, Bukit Panjang, Singapore, Northwest, 679947, Singapore"
1.449216606,103.8223992,0,Point,kml_54,"1.449216606,103.8223992","Bukit Canberra, Canberra Road, Canberra, Sembawang, Northwest, 768124, Singapore"
1.281595643,103.8489737,0,Point,kml_55,"1.281595643,103.8489737","Cross Street Car Park, Cross Street, Golden Shoe, Downtown Core, Singapore, Central, 048424, Singapore"
1.443881817,103.7772032,0,Point,kml_56,"1.443881817,103.7772032","Marsiling Lane Market, 21, Marsiling Lane, Woodlands, Singapore, Northwest, 730021, Singapore"
1.433538857,103.7797849,0,Point,kml_57,"1.433538857,103.7797849","Marsiling Mall Hawker Centre, Woodlands (Ave 3) Park Connector, Woodlands, Northwest, 738623, Singapore"
1.280112235,103.8448279,0,Point,kml_58,"1.280112235,103.8448279","Maxwell Road Food Centre, 1, Kadayanallur Street, Shenton Way, Downtown Core, Singapore, Central, 069184, Singapore"
1.293236221,103.8029039,0,Point,kml_59,"1.293236221,103.8029039","159, Stirling Road, Queenstown, Singapore, Central, 140159, Singapore"
1.284991022,103.8425788,0,Point,kml_60,"1.284991022,103.8425788","Blk 32, 32, New Market Road, Chinatown, Outram, Singapore, Central, 050032, Singapore"
1.324738845,103.9305605,0,Point,kml_61,"1.324738845,103.9305605","208B, New Upper Changi Road, Bedok, Singapore, Southeast, 462208, Singapore"
1.324187828,103.9411324,0,Point,kml_62,"1.324187828,103.9411324","58, New Upper Changi Road, Bedok, Singapore, Southeast, 461058, Singapore"
1.311892357,103.8395627,0,Point,kml_63,"1.311892357,103.8395627","Newton Food Centre, 500, Clemenceau Avenue North, Cairnhill, Newton, Singapore, Central, 229495, Singapore"
1.305765378,103.863891,0,Point,kml_64,"1.305765378,103.863891","861, North Bridge Road, Kallang, Singapore, Central, 190004, Singapore"
1.308251563,103.8858332,0,Point,kml_65,"1.308251563,103.8858332","Old Airport Road Food Centre & Shopping Mall, 51, Old Airport Road, Marine Parade, Singapore, Southeast, 390051, Singapore"
1.353862118,103.9397262,0,Point,kml_66,"1.353862118,103.9397262","Tampines Hub Running Track, Our Tampines Hub, Tampines West, Tampines, Northeast, 528523, Singapore"
1.275907525,103.7914027,0,Point,kml_67,"1.275907525,103.7914027","Pasir Panjang Food Centre, PCN, Alexandra, Queenstown, Southwest, 118543, Singapore"
1.37343414,103.951543,0,Point,kml_68,"1.37343414,103.951543","Pasir Ris Central Hawker Centre, Pasir Ris Central, Pasir Ris, Northeast, 519640, Singapore"
1.301001465,103.8542116,0,Point,kml_69,"1.301001465,103.8542116","270, Queen Street, Selegie, Rochor, Singapore, Central, 180270, Singapore"
1.324134223,103.814165,0,Point,kml_70,"1.324134223,103.814165","Adam Food Centre, 2, Adam Road, Novena, Singapore, Central, 289891, Singapore"
1.320648292,103.887019,0,Point,kml_71,"1.320648292,103.887019","117, Aljunied Avenue 2, Geylang East Central, Geylang, Singapore, Southeast, 380117, Singapore"
1.279218443,103.8466068,0,Point,kml_72,"1.279218443,103.8466068","Amoy Street Food Centre, 7, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069111, Singapore"
1.366787645,103.8392313,0,Point,kml_73,"1.366787645,103.8392313","226D, Ang Mo Kio Avenue 1, Kebun Baru, Ang Mo Kio, Singapore, Central, 564226, Singapore"
1.364105171,103.8482542,0,Point,kml_74,"1.364105171,103.8482542","341, Ang Mo Kio Street 32, Ang Mo Kio, Singapore, Central, 560341, Singapore"
1.362768918,103.8553698,0,Point,kml_75,"1.362768918,103.8553698","409, Ang Mo Kio Avenue 10, Ang Mo Kio, Singapore, Central, 560409, Singapore"
1.368240493,103.8563514,0,Point,kml_76,"1.368240493,103.8563514","453A, Ang Mo Kio Avenue 10, Chong Boon Centre, Ang Mo Kio, Singapore, Central, 561453, Singapore"
1.372769928,103.8544828,0,Point,kml_77,"1.372769928,103.8544828","527, Ang Mo Kio Avenue 10, Cheng San Centre, Ang Mo Kio, Singapore, Central, 560527, Singapore"
1.374489121,103.8392143,0,Point,kml_78,"1.374489121,103.8392143","160, Ang Mo Kio Avenue 4, Kebun Baru, Ang Mo Kio, Singapore, Central, 560161, Singapore"
1.381024867,103.8406823,0,Point,kml_79,"1.381024867,103.8406823","Market, 628, Ang Mo Kio Street 61, Ang Mo Kio, Singapore, Central, 569163, Singapore"
1.372197433,103.8465192,0,Point,kml_80,"1.372197433,103.8465192","724, Ang Mo Kio Avenue 6, Ang Mo Kio, Singapore, Central, 560724, Singapore"
1.367230149,103.8399532,0,Point,kml_81,"1.367230149,103.8399532","226H, Ang Mo Kio Avenue 1, Kebun Baru, Ang Mo Kio, Singapore, Central, 568226, Singapore"
1.320356008,103.9554742,0,Point,kml_82,"1.320356008,103.9554742","1, Bedok Road, Bedok, Singapore, Southeast, 469572, Singapore"
1.327062409,103.9332215,0,Point,kml_83,"1.327062409,103.9332215","Bedok 216 Wet.Market, 216, Bedok North Street 1, Bedok, Singapore, Southeast, 460216, Singapore"
1.333246279,103.9306021,0,Point,kml_84,"1.333246279,103.9306021","511, Bedok North Street 3, Bedok, Singapore, Southeast, 460511, Singapore"
1.331781251,103.9248442,0,Point,kml_85,"1.331781251,103.9248442","538, Bedok North Street 3, Chai Chee, Bedok, Singapore, Southeast, 460538, Singapore"
1.287858103,103.8184026,0,Point,kml_86,"1.287858103,103.8184026","Redhill Wet Market, 79, Redhill Lane, Bukit Merah, Singapore, Central, 150079, Singapore"
1.339375964,103.775995,0,Point,kml_87,"1.339375964,103.775995","Bukit Timah Market & Food Centre, Upper Bukit Timah Road, Southwest, 588215, Singapore"
1.316159914,103.8502251,0,Point,kml_88,"1.316159914,103.8502251","Blk 41A, Owen Road, Kallang, Singapore, Central, 218815, Singapore"
1.389151721,103.9882457,0,Point,kml_89,"1.389151721,103.9882457","2, Changi Village Road, Changi Village, Changi, Singapore, Southeast, 500002, Singapore"
1.364228523,103.8665361,0,Point,kml_90,"1.364228523,103.8665361","Chomp Chomp Food Centre, 20, Kensington Park Road, Serangoon, Southeast, 557269, Singapore"
1.375428967,103.882978,0,Point,kml_91,"1.375428967,103.882978","Ci Yuan CC & Hawker Centre, 51, Hougang Avenue 9, Hougang, Singapore, Northeast, 538776, Singapore"
1.326449922,103.8850435,0,Point,kml_92,"1.326449922,103.8850435","Circuit Road Hawker Centre, Pelton Canal Park Connector, Geylang, Southeast, 370079, Singapore"
1.327849561,103.8871285,0,Point,kml_93,"1.327849561,103.8871285","80, Circuit Road, Geylang, Singapore, Southeast, 370080, Singapore"
1.323445253,103.8854492,0,Point,kml_94,"1.323445253,103.8854492","89, Pipit Road, MacPherson Oasis, Geylang, Singapore, Southeast, 370089, Singapore"
1.314367728,103.7708367,0,Point,kml_95,"1.314367728,103.7708367","353, entrance to Clementi Ave 2 Food Centre, Clementi, Singapore, Southwest, 120353, Singapore"
1.31326487,103.7645105,0,Point,kml_96,"1.31326487,103.7645105","448, Clementi Avenue 3, Clementi, Singapore, Southwest, 120448, Singapore"
1.303781973,103.7642644,0,Point,kml_97,"1.303781973,103.7642644","726, Clementi West Street 2, Clementi, Singapore, Southwest, 120726, Singapore"
1.306892276,103.8003628,0,Point,kml_98,"1.306892276,103.8003628","31, Commonwealth Crescent, Holland Village, Singapore, Northwest, 149644, Singapore"
1.299713305,103.7978755,0,Point,kml_99,"1.299713305,103.7978755","1A, Commonwealth Drive, Queenstown, Singapore, Central, 141001, Singapore"
1.309414187,103.9018251,0,Point,kml_100,"1.309414187,103.9018251","Dunman Food Centre, Onan Road, Marine Parade, Southeast, 424768, Singapore"
1.306684318,103.9350167,0,Point,kml_101,"1.306684318,103.9350167","East Coast lagoon food centre, East Coast Park Service Road, Bedok, Southeast, 468960, Singapore"
1.316245731,103.8056364,0,Point,kml_102,"1.316245731,103.8056364","Empress Market, Farrer Road, Bukit Timah, Northwest, 266227, Singapore"
1.320331782,103.9042609,0,Point,kml_103,"1.320331782,103.9042609","4A, Eunos Crescent, Eunos, Geylang, Singapore, Southeast, 401004, Singapore"
1.32146226,103.8700044,0,Point,kml_104,"1.32146226,103.8700044","69, Geylang Bahru, Kallang, Singapore, Central, 330069, Singapore"
1.316728148,103.8982243,0,Point,kml_105,"1.316728148,103.8982243","Geylang Serai Food Market, 1, Geylang Serai, Eunos, Geylang, Singapore, Southeast, 402001, Singapore"
1.310996273,103.7882307,0,Point,kml_106,"1.310996273,103.7882307","20, Ghim Moh Road, Ghim Moh, Holland Village, Singapore, Northwest, 270020, Singapore"
1.302875481,103.8638832,0,Point,kml_107,"1.302875481,103.8638832","Golden Mile Food Centre, Beach Road, Kallang, Singapore, Central, 199598, Singapore"
1.315142051,103.8956095,0,Point,kml_108,"1.315142051,103.8956095","13, Haig Road, Joo Chiat, Geylang, Singapore, Southeast, 430013, Singapore"
1.28797544,103.8296268,0,Point,kml_109,"1.28797544,103.8296268","Havelock Road Food Centre, 22A, Havelock Road, Bukit Merah, Singapore, Central, 161022, Singapore"
1.308117759,103.7927738,0,Point,kml_110,"1.308117759,103.7927738","44, Holland Drive, Ghim Moh, Holland Village, Singapore, Northwest, 270044, Singapore"
1.310908028,103.7948629,0,Point,kml_111,"1.310908028,103.7948629","Holland Village Food Centre, Lorong Mambong, Bukit Timah, Northwest, 277672, Singapore"
1.353837391,103.8900811,0,Point,kml_112,"1.353837391,103.8900811","Hainanese Village Ctr 105, Hougang Avenue 1, Lorong Ah Soo, Hougang, Northeast, 530110, Singapore"
1.359119422,103.8859776,0,Point,kml_113,"1.359119422,103.8859776","Kovan 209 Market & Food Centre, Hougang Street 21, Lorong Ah Soo, Hougang, Northeast, 530208, Singapore"
1.302418814,103.8839406,0,Point,kml_114,"1.302418814,103.8839406","Jalan Batu Hawker Centre, 4A, Jalan Batu, Kallang, Singapore, Southeast, 432004, Singapore"
1.280004812,103.8260133,0,Point,kml_115,"1.280004812,103.8260133","112, Jalan Bukit Merah, Radin Mas, Bukit Merah, Singapore, Central, 160111, Singapore"
1.286952752,103.808128,0,Point,kml_116,"1.286952752,103.808128","6, Jalan Bukit Merah, Bukit Merah, Singapore, Central, 150006, Singapore"
1.288230555,103.8399459,0,Point,kml_117,"1.288230555,103.8399459","1, Jalan Kukoh, People's Park, Outram, Singapore, Central, 169875, Singapore"
1.34531247,103.7315797,0,Point,kml_118,"1.34531247,103.7315797","347, Jurong East Avenue 1, Yuhua Place, Jurong East, Singapore, Southwest, 600347, Singapore"
1.343442138,103.7377812,0,Point,kml_119,"1.343442138,103.7377812","Yuhua Village Market & Food Centre, 254, Jurong East Street 24, Yuhua, Jurong East, Singapore, Southwest, 600254, Singapore"
1.341259706,103.6974043,0,Point,kml_120,"1.341259706,103.6974043","Jurong West Hawker Centre and Market, 50, Jurong West Street 61, Yunnan, Jurong West, Singapore, Southwest, 640639, Singapore"
1.349642243,103.7184475,0,Point,kml_121,"1.349642243,103.7184475","505, Jurong West Avenue 1, Hong Kah Point, Jurong West, Singapore, Southwest, 640505, Singapore"
1.30739616,103.8841302,0,Point,kml_122,"1.30739616,103.8841302","Market and Food Court, 17, Jalan Empat, Geylang, Southeast, 390043, Singapore"
1.439932832,103.8006964,0,Point,kml_123,"1.439932832,103.8006964","Kampung Admiralty, 676, Woodlands Drive 71, Woodlands, Singapore, Northwest, 730676, Singapore"
1.302285138,103.9063385,0,Point,kml_124,"1.302285138,103.9063385","84, Marine Parade Central, Marine Parade, Singapore, Southeast, 440084, Singapore"
1.305775148,103.915762,0,Point,kml_125,"1.305775148,103.915762","50A, Marine Terrace, Marine Terrace Haven, Marine Parade, Singapore, Southeast, 441050, Singapore"
